Selected Geographies,Households,"Household income (past 12 months, use ADJINC to adjust HINCP to constant dollars)",Property taxes (yearly real estate taxes),Gross rent as a percentage of household income past 12 months
"Hillsborough County (Western) PUMA, New Hampshire",46406,101950.8592,5541.82793,5.356440977
"Outer Manchester City PUMA, New Hampshire",61507,103602.424,4685.43776,7.743492611
"Manchester City PUMA, New Hampshire",47203,61796.93642,1874.99127,18.94375357
"Hillsborough County (Southeastern)--Greater Nashua City PUMA, New Hampshire",58306,93403.64686,3714.65431,13.19692656
