Selected Geographies,Total,N/A (less than 3 years old),No schooling completed,"Nursery school, preschool",Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,12th grade - no diploma,Regular high school diploma,GED or alternative credential,"Some college, but less than 1 year","1 or more years of college credit, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional degree beyond a bachelor's degree,Doctorate degree
"Southeast South Dakota (Outside Sioux Falls City) PUMA, South Dakota",139034,4864,5580,3203,1907,2495,1212,2095,2477,2585,2142,1616,2330,3677,1331,3531,1237,24366,3776,6298,19795,13843,20319,5350,1799,1206
"Sioux Falls City PUMA, South Dakota",179122,7762,6513,3407,2346,2596,2448,1928,1804,1600,4554,3065,4710,1780,2933,5927,2403,32059,4688,11827,15044,14147,30974,9912,3071,1624
