Selected Geographies,Households,"Household income (past 12 months, use ADJINC to adjust HINCP to constant dollars)",Property taxes (yearly real estate taxes),Gross rent as a percentage of household income past 12 months
"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties PUMA; Minnesota",69120,53618.7457,1177.41824,8.081987847
"Cass County--Fargo City PUMA, North Dakota",83903,79392.1854,1539.14765,13.09137933
