Selected Geographies,Households,"Household income (past 12 months, use ADJINC to adjust HINCP to constant dollars)",Property taxes (yearly real estate taxes),Gross rent as a percentage of household income past 12 months
"East Montana (Outside Billings City) PUMA, Montana",72295,47974.01914,1045.570482,5.76259769
"Billings City PUMA, Montana",49674,54376.13963,1232.457765,11.29751983
