Selected Geographies,Households,"Household income (past 12 months, use ADJINC to adjust HINCP to constant dollars)",Property taxes (yearly real estate taxes),Gross rent as a percentage of household income past 12 months
"Anchorage Municipality (North) PUMA, Alaska",52363,76574.82822,1968.56802,14.2857552
"Anchorage Municipality (South) PUMA, Alaska",65870,96301.21968,2704.71054,10.0952179
"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",73344,44520.51047,1301.80142,6.8047284
